COLUMNA,DESCRIPCION,TIPO_DATO,LONGITUD,CODIGO_VALIDO,METADATOS,Column1,_1,_2
P7_26,"7.26 En los últimos 12 meses, ¿tuvo algún problema al realizar las compras?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27_1,"7.27 ¿El problema que tuvo fue…
 relacionado con la entrega?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27_2,"7.27 ¿El problema que tuvo fue…
 con la seguridad del pago?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27_3,"7.27 ¿El problema que tuvo fue con…
 la seguridad de los datos personales?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27_4,"7.27 ¿El problema que tuvo fue con…
relacionado con la calidad del producto?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27_5,"7.27 ¿El problema que tuvo fue con…
relacionado con el estado del producto?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27_6,"7.27 ¿El problema que tuvo fue…
 Otro Problema",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_27A,"7.27 ¿El problema que tuvo fue… 
Otro problema Especifique",Varchar,100,[A-Z], ,,,
P7_28,"7.28 En los últimos 12 meses, ¿ha realizado pagos por internet, ya sea por compras o algún servicio?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_29,7.29 ¿Por qué no ha realizado pagos por internet?,Varchar,1,[1-8],"1 Prefiere realizarlo en persona, 2 No le interesa o no lo necesita, 3 Desconfía de la seguridad del proceso de pago (privacidad de los datos, robo de identidad de los datos de la tarjeta), 4 No cuenta con tarjeta de crédito, débito o servicios de Banca en línea, 5 No sabe hacerlo, 6 No le permiten realizarlo, 7 No se considera con la edad suficiente para hacerlo, 8 Otra razón",,,
P7_29A,"7.29 ¿Por qué no ha realizado pagos por internet? 
Otra razón Especifique",Varchar,100,[A-Z], ,,,
P7_30,"7.30 En los últimos 12 meses, ¿con qué frecuencia ha realizado pagos por internet?",Varchar,1,[1-6],"1 Diario (7 días a la semana), 2 Al menos una vez a la semana, 3 Una vez cada quince días, 4 Una vez al mes, 5 Al menos una vez cada seis meses, 6 Al menos una vez al año",,,
P7_31_1,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por…
 servicios bancarios o financieros?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_31_2,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por…
 servicios o trámites de gobierno?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_31_3,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por…
 servicios educativos?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_31_4,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por…
 bienes o servicios para el hogar?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_31_5,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por…
 bienes o servicios personales?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_31_6,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por…
 otros pagos",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_31A,"7.31 En los últimos 12 meses los pagos que ha realizado por internet, ¿han sido por… 
Otros pagos Especifique",Varchar,100,[A_Z], ,,,
P7_32_1,"7.32 ¿Su pago por internet ha sido con…
 tarjeta de débito?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32_2,"7.32 ¿Su pago por internet ha sido con…
 tarjeta de crédito?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32_3,"7.32 ¿Su pago por internet ha sido con…
 transferencias bancarias?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32_4,"7.32 ¿Su pago por internet ha sido con…
 medios electrónicos como Paypal o Mercado pago?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32_5,"7.32 ¿Su pago por internet ha sido con…
 tarjeta de regalo o un vale de prepago en línea?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32_6,"7.32 ¿Su pago por internet ha sido con…
 mediante sistema de Cobro Digital (CoDi)?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32_7,"7.32 ¿Su pago por internet ha sido con…
 Otro medio",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_32A,"7.32 ¿Su pago por internet ha sido con… 
Otro medio Especifique",Varchar,100,[A_Z], ,,,
P7_33,"7.33 En los últimos tres meses, ¿ha hecho uso de la banca electrónica?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_34_1,"7.34 ¿Las operaciones que ha realizado en la banca electrónica en los últimos tres meses son…
 consultas de saldo?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_34_2,"7.34 ¿Las operaciones que ha realizado en la banca electrónica en los últimos tres meses son…
 transferencias?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_34_3,"7.34 ¿Las operaciones que ha realizado en la banca electrónica en los últimos tres meses son…
 pago de servicios (luz, agua, etcétera)?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_34_4,"7.34 ¿Las operaciones que ha realizado en la banca electrónica en los últimos tres meses son…
 compra de tiempo aire?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_34_5,"7.34 ¿Las operaciones que ha realizado en la banca electrónica en los últimos tres meses son…
 Otras operaciones bancarias",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_34A,"7.34 ¿Las operaciones que ha realizado en la banca electrónica en los últimos tres meses son…
Otras operaciones bancarias Especifique",Varchar,100,[A-Z], ,,,
P7_35_1,"7.35 En los últimos 12 meses, ¿ha utilizado internet para…
 comunicarse con el gobierno?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_35_2,"7.35 En los últimos 12 meses, ¿ha utilizado internet para…
 consultar información del gobierno?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_35_3,"7.35 En los últimos 12 meses, ¿ha utilizado internet para…
 descargar formatos del gobierno?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_35_4,"7.35 En los últimos 12 meses, ¿ha utilizado internet para…
 realizar trámites del gobierno?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_35_5,"7.35 En los últimos 12 meses, ¿ha utilizado internet para…
 Otra interacción",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_35A,"7.35 En los últimos 12 meses, ¿ha utilizado internet para…
 Otra interacción Especifique",Varchar,100,[A-Z], ,,,
P7_36_1,"7.36 En los últimos 12 meses, por internet, ¿ha realizado…
 declaración de impuestos?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_36_2,"7.36 En los últimos 12 meses, por internet, ¿ha realizado…
 gestión o solicitud de documentos personales como CURP, credencial de elector, cédula profesional, pasaporte, etcétera?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_36_3,"7.36 En los últimos 12 meses, por internet, ¿ha realizado…
 trámites de instituciones de educación pública como inscripciones, solicitud de historial académico, etcétera?",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_36_4,"7.36 En los últimos 12 meses, por internet, ¿ha realizado...
citas médicas en instituciones públicas (IMSS,ISSSTE, etc.)",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_36_5,"7.36 En los últimos 12 meses, por internet, ¿ha realizado...
Otros trámites",Varchar,1,[1-2],"1 Sí, 2 No",,,
P7_36A,"7.36 En los últimos 12 meses, por internet, ¿ha realizado… 
Otros trámites Especifique",Varchar,100,[A-Z], ,,,
P7_37,"7.37 En los últimos 12 meses, ¿con que frecuencia ha realizado consultas o trámites de gobierno?",Varchar,1,[1-5],"1 Mensualmente (1 o más veces al mes), 2 Bimestralmente, 3 Trimestralmente, 4 Semestralmente, 5 Anualmente",,,
FAC_PER,Factor,Numeric,6,[],Factor,,,
UPM_DIS,Unidad primaria de muestreo,Varchar,5,[],Unidad primaria de muestreo,,,
EST_DIS,Estrato de diseño muestral,Varchar,3,[],Estrato de diseño muestral,,,
DOMINIO,Población rural y urbana,Varchar,1,"[U,R]",Población rural y urbana,,,
TLOC,Tamaño de la Localidad,Varchar,1,[1-4],"1 100,000 y más habitantes, 2 15,000 a 99,999 habitantes, 3 2,500 a 14,999 habitantes, 4 menor a 2500 habitantes",,,
ESTRATO,Estrato socioeconómico,Varchar,1,[1-4],"1 Bajo, 2 Medio bajo, 3 Medio alto, 4 Alto",,,
PAREN,3.3 ¿Qué es (NOMBRE) del jefe(a) del hogar?,Varchar,1,[1-6],"1 Jefe(a), 2 Esposo(a) o compañero(a), 3 Hijo(a), 4 Nieto(a), 5 Otro parentesco, 6 Sin parentesco",,,
SEXO,3.4 (NOMBRE) es hombre (NOMBRE) es mujer,Varchar,1,[1-2],"1 Hombre, 2 Mujer",,,
NIVEL,"3.8 ¿Hasta qué año o grado aprobó (NOMBRE) en la escuela? 
Nivel",Varchar,2,"[00-11, 99]","00 Ninguno, 01 Preescolar o kínder, 02 Primaria, 03 Secundaria, 04 Normal básica, 05 Estudio técnico terminal con secundaria, 06 Preparatoria o bachillerato, 07 Estudio técnico superior con preparatoria terminada, 08 Licenciatura o ingeniería, 09 Especialidad, 10 Maestría, 11 Doctorado, 99 No sabe",,,
GRADO,"3.8 ¿Hasta qué año o grado aprobó (NOMBRE) en la escuela? 
Grado",Varchar,1,[0-9],Grado o año hasta el que aprobó la escuela el residente habitual en el hogar,,,
CVE_ENT,Clave del AGEE,Varchar,2,[01-32],"{01, 02, …, 32}",,,
CVEGEO,Clave geoestadística concatenada,Varchar,2,[01-32],Compuesta por 2 caracteres; dos para la clave del AGEE,,,
ESTATUS,Estatus,Varchar,20,[],"Cifras Definitivas, Cifras Revisadas, Cifras Preliminares",,,
